Part Number,GPN,Datasheets,PCB_Footprint,Symbol_Name,Distributor,Distributor_Part_Number,Mfr Part Number,Value,Mfr,Description,Part_Type,Number of Circuits,Output Type,Slew Rate,Gain Bandwidth Product,-3db Bandwidth,Current - Input Bias,Voltage - Input Offset,Current - Supply,Current - Output / Channel,"Voltage - Supply, Single/Dual (±)",Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
AMP06933,AMP06933,http://www.linear.com/docs/8737,,,Digikey,LT1994IMS8#PBF-ND,LT1994IMS8#PBF,LT1994IMS8#PBF,Linear Technology,IC OPAMP DIFF 70MHZ RRO 8MSOP,Differential,1,Rail-to-Rail,65 V/µs,70MHz,-,18µA,3mV,14.8mA,85mA,"2.375 V ~ 12.6 V, ±1.188 V ~ 6.3 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06934,AMP06934,http://www.analog.com/media/en/technical-documentation/data-sheets/OP297.pdf,,,Digikey,OP297FSZ-REEL7CT-ND,OP297FSZ-REEL7,OP297FSZ-REEL7,Analog Devices Inc,IC OPAMP GP 500KHZ 8SOIC,General Purpose,2,-,0.15 V/µs,500kHz,-,35pA,50µV,525µA,-,"4 V ~ 40 V, ±2 V ~ 20 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06935,AMP06935,http://www.analog.com/media/en/technical-documentation/data-sheets/AD629.pdf,,,Digikey,AD629ARZ-R7CT-ND,AD629ARZ-R7,AD629ARZ-R7,Analog Devices Inc,IC OPAMP DIFF 500KHZ 8SOIC,Differential,1,-,2.1 V/µs,-,500kHz,-,200µV,900µA,25mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06936,AMP06936,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8033_8034.pdf,,,Digikey,AD8034ARTZ-REEL7CT-ND,AD8034ARTZ-REEL7,AD8034ARTZ-REEL7,Analog Devices Inc,IC OPAMP VFB 80MHZ RRO SOT23-8,Voltage Feedback,2,Rail-to-Rail,80 V/µs,-,80MHz,1.5pA,1mV,3.3mA,60mA,"5 V ~ 24 V, ±2.5 V ~ 12 V",-40°C ~ 85°C,Surface Mount,SOT-23-8,SOT-23-8
AMP06937,AMP06937,http://www.analog.com/media/en/technical-documentation/data-sheets/AD823.pdf,,,Digikey,AD823ARZ-R7CT-ND,AD823ARZ-R7,AD823ARZ-R7,Analog Devices Inc,IC OPAMP JFET 16MHZ RRO 8SOIC,J-FET,2,Rail-to-Rail,25 V/µs,-,16MHz,5pA,700µV,7mA,17mA,"3 V ~ 36 V, ±1.5 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06938,AMP06938,http://www.linear.com/docs/5176,,,Digikey,LTC2055HMS8#PBF-ND,LTC2055HMS8#PBF,LTC2055HMS8#PBF,Linear Technology,IC OPAMP CHOPPER 500KHZ 8MSOP,Chopper (Zero-Drift),2,Rail-to-Rail,0.5 V/µs,500kHz,-,3pA,0.5µV,130µA,-,2.7 V ~ 6 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06939,AMP06939,http://www.linear.com/docs/5176,,,Digikey,LTC2055IMS8#PBF-ND,LTC2055IMS8#PBF,LTC2055IMS8#PBF,Linear Technology,IC OPAMP CHOPPER 500KHZ 8MSOP,Chopper (Zero-Drift),2,Rail-to-Rail,0.5 V/µs,500kHz,-,1pA,0.5µV,130µA,-,2.7 V ~ 6 V,-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06940,AMP06940,http://www.linear.com/docs/19058,,,Digikey,LTC6103IMS8#PBF-ND,LTC6103IMS8#PBF,LTC6103IMS8#PBF,Linear Technology,IC OPAMP CURR SENSE 140KHZ 8MSOP,Current Sense,2,-,-,140kHz,-,100nA,85µV,390µA,1mA,"4 V ~ 60 V, ±2 V ~ 30 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06941,AMP06941,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8223.pdf,,,Digikey,AD8223BRZ-ND,AD8223BRZ,AD8223BRZ,Analog Devices Inc,IC OPAMP INSTR 200KHZ RRO 8SOIC,Instrumentation,1,Rail-to-Rail,0.3 V/µs,-,200kHz,12nA,100µV,650µA,-,"3 V ~ 24 V, ±2 V ~ 12 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06942,AMP06942,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8029_8030_8040.pdf,,,Digikey,AD8040ARUZ-REEL7CT-ND,AD8040ARUZ-REEL7,AD8040ARUZ-REEL7,Analog Devices Inc,IC OPAMP GP 125MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,63 V/µs,-,125MHz,1.7µA,2mV,1.4mA,170mA,"2.7 V ~ 12 V, ±1.35 V ~ 6 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP06943,AMP06943,http://www.linear.com/docs/3184,,,Digikey,LT1801CS8#PBF-ND,LT1801CS8#PBF,LT1801CS8#PBF,Linear Technology,IC OPAMP GP 70MHZ RRO 8SO,General Purpose,2,Rail-to-Rail,25 V/µs,80MHz,-,25nA,75µV,1.6mA,50mA,"2.3 V ~ 12.6 V, ±1.15 V ~ 6.3 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SO
AMP06944,AMP06944,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4084-2_4084-4.pdf,,,Digikey,ADA4084-2ARMZ-R7CT-ND,ADA4084-2ARMZ-R7,ADA4084-2ARMZ-R7,Analog Devices Inc,IC OPAMP GP 15.9MHZ RRO 8MSOP,General Purpose,2,Rail-to-Rail,4.6 V/µs,15.9MHz,13.9MHz,140nA,130µV,625µA,30mA,"4 V ~ 36 V, ±2 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06945,AMP06945,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4084-2_4084-4.pdf,,,Digikey,ADA4084-2ARZ-R7CT-ND,ADA4084-2ARZ-R7,ADA4084-2ARZ-R7,Analog Devices Inc,IC OPAMP GP 15.9MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,4.6 V/µs,15.9MHz,13.9MHz,140nA,100µV,625µA,30mA,"4 V ~ 36 V, ±2 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06946,AMP06946,http://www.linear.com/docs/7277,,,Digikey,LTC6101AIS5#TRMPBFCT-ND,LTC6101AIS5#TRMPBF,LTC6101AIS5#TRMPBF,Linear Technology,IC OPAMP CURR SENSE TSOT23-5,Current Sense,1,-,-,200kHz,-,100nA,85µV,375µA,1mA,4 V ~ 60 V,-40°C ~ 85°C,Surface Mount,"SOT-23-5 Thin, TSOT-23-5",TSOT-23-5
AMP06947,AMP06947,http://www.analog.com/media/en/technical-documentation/data-sheets/OP1177_2177_4177.pdf,,,Digikey,OP2177ARZ-ND,OP2177ARZ,OP2177ARZ,Analog Devices Inc,IC OPAMP GP 1.3MHZ 8SOIC,General Purpose,2,-,0.7 V/µs,1.3MHz,-,500pA,15µV,400µA,10mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06948,AMP06948,http://www.analog.com/media/en/technical-documentation/data-sheets/OP1177_2177_4177.pdf,,,Digikey,OP2177ARMZ-ND,OP2177ARMZ,OP2177ARMZ,Analog Devices Inc,IC OPAMP GP 1.3MHZ 8MSOP,General Purpose,2,-,0.7 V/µs,1.3MHz,-,500pA,15µV,400µA,10mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06949,AMP06949,http://www.linear.com/docs/25174,,,Digikey,LTC6102IMS8#PBF-ND,LTC6102IMS8#PBF,LTC6102IMS8#PBF,Linear Technology,IC OPAMP CURR SENSE 200KHZ 8MSOP,Current Sense,1,-,-,200kHz,-,60pA,3µV,420µA,1mA,4 V ~ 60 V,-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06950,AMP06950,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8228.pdf,,,Digikey,AD8228ARMZ-R7CT-ND,AD8228ARMZ-R7,AD8228ARMZ-R7,Analog Devices Inc,IC OPAMP INSTR 650KHZ 8MSOP,Instrumentation,1,-,2.5 V/µs,-,650kHz,500pA,90µV,850µA,18mA,"4.6 V ~ 36 V, ±2.3 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06951,AMP06951,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8628_8629_8630.pdf,,,Digikey,AD8629ARZ-ND,AD8629ARZ,AD8629ARZ,Analog Devices Inc,IC OPAMP ZERO-DRIFT 2.5MHZ 8SOIC,Zero-Drift,2,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,30pA,1µV,850µA,30mA,"2.7 V ~ 5 V, ±1.35 V ~ 2.5 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06952,AMP06952,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8628_8629_8630.pdf,,,Digikey,AD8629ARMZ-ND,AD8629ARMZ,AD8629ARMZ,Analog Devices Inc,IC OPAMP ZERO-DRIFT 2.5MHZ 8MSOP,Zero-Drift,2,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,30pA,1µV,850µA,30mA,"2.7 V ~ 5 V, ±1.35 V ~ 2.5 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06953,AMP06953,"http://media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD8510,8512,8513.pdf",,,Digikey,AD8512ARZ-ND,AD8512ARZ,AD8512ARZ,Analog Devices Inc,IC OPAMP JFET 8MHZ 8SOIC,J-FET,2,-,20 V/µs,8MHz,-,25pA,100µV,2.2mA,70mA,±4.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06954,AMP06954,http://www.analog.com/media/en/technical-documentation/data-sheets/OP1177_2177_4177.pdf,,,Digikey,OP2177ARMZ-R7CT-ND,OP2177ARMZ-R7,OP2177ARMZ-R7,Analog Devices Inc,IC OPAMP GP 1.3MHZ 8MSOP,General Purpose,2,-,0.7 V/µs,1.3MHz,-,500pA,15µV,400µA,10mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06955,AMP06955,http://www.analog.com/media/en/technical-documentation/data-sheets/AD623.pdf,,,Digikey,AD623ARZ-ND,AD623ARZ,AD623ARZ,Analog Devices Inc,IC OPAMP INSTR 800KHZ RRO 8SOIC,Instrumentation,1,Rail-to-Rail,0.3 V/µs,-,800kHz,17nA,25µV,375µA,-,"2.7 V ~ 12 V, ± 2.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06956,AMP06956,http://www.analog.com/media/en/technical-documentation/data-sheets/AD623.pdf,,,Digikey,AD623ARMZ-ND,AD623ARMZ,AD623ARMZ,Analog Devices Inc,IC OPAMP INSTR 800KHZ RRO 8MSOP,Instrumentation,1,Rail-to-Rail,0.3 V/µs,-,800kHz,17nA,200µV,375µA,-,"2.7 V ~ 12 V, ± 2.5 V ~ 6 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06957,AMP06957,http://cds.linear.com/docs/en/datasheet/6362fa.pdf,,,Digikey,LTC6362HDD#PBF-ND,LTC6362HDD#PBF,LTC6362HDD#PBF,Linear Technology,IC OPAMP DIFF 180MHZ RRO 8DFN,Differential,1,"Differential, Rail-to-Rail",45 V/µs,180MHz,34MHz,75nA,75µV,1mA,35mA,"2.8 V ~ 5.25 V, ±1.4 V ~ 2.625 V",-40°C ~ 125°C,Surface Mount,8-WFDFN Exposed Pad,8-DFN (3x3)
AMP06958,AMP06958,http://www.linear.com/docs/5176,,,Digikey,LTC2054MPS5#TRMPBFCT-ND,LTC2054MPS5#TRMPBF,LTC2054MPS5#TRMPBF,Linear Technology,IC OPAMP CHOPPER 500KHZ TSOT23-5,Chopper (Zero-Drift),1,Rail-to-Rail,0.5 V/µs,500kHz,-,1pA,0.5µV,145µA,-,2.7 V ~ 6 V,-55°C ~ 150°C,Surface Mount,"SOT-23-5 Thin, TSOT-23-5",TSOT-23-5
AMP06959,AMP06959,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4857-1_4857-2.pdf,,,Digikey,ADA4857-1YRZ-ND,ADA4857-1YRZ,ADA4857-1YRZ,Analog Devices Inc,IC OPAMP VFB 850MHZ 8SOIC,Voltage Feedback,1,-,2800 V/µs,-,850MHz,2µA,2mV,5mA,50mA,"4.5 V ~ 10.5 V, ±2.25 V ~ 5.25 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06960,AMP06960,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8628_8629_8630.pdf,,,Digikey,AD8629ARMZ-REELCT-ND,AD8629ARMZ-REEL,AD8629ARMZ-REEL,Analog Devices Inc,IC OPAMP ZERO-DRIFT 2.5MHZ 8MSOP,Zero-Drift,2,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,30pA,1µV,850µA,30mA,"2.7 V ~ 5 V, ±1.35 V ~ 2.5 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06961,AMP06961,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8555.pdf,,,Digikey,AD8555ACPZ-REEL7CT-ND,AD8555ACPZ-REEL7,AD8555ACPZ-REEL7,Analog Devices Inc,IC OPAMP CHOPPER 2MHZ 16LFCSP,Chopper (Zero-Drift),1,-,1.2 V/µs,2MHz,-,16nA,2µV,2mA,10mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"16-VQFN Exposed Pad, CSP",16-LFCSP-VQ (4x4)
AMP06962,AMP06962,http://www.linear.com/docs/2696,,,Digikey,LT1494IMS8#PBF-ND,LT1494IMS8#PBF,LT1494IMS8#PBF,Linear Technology,IC OPAMP GP 2.7KHZ RRO 8MSOP,General Purpose,1,Rail-to-Rail,0.001 V/µs,2.7kHz,-,25pA,200µV,1.4µA,1.5mA,"2.2 V ~ 36 V, ±1.1 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06963,AMP06963,http://www.analog.com/media/en/technical-documentation/data-sheets/OP191_291_491.pdf,,,Digikey,OP491GRUZ-REELCT-ND,OP491GRUZ-REEL,OP491GRUZ-REEL,Analog Devices Inc,IC OPAMP GP 3MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.5 V/µs,3MHz,-,30nA,80µV,260µA,16mA,"2.7 V ~ 12 V, ±1.35 V ~ 6 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP06964,AMP06964,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8610_8620.pdf,,,Digikey,AD8610ARMZ-R7CT-ND,AD8610ARMZ-R7,AD8610ARMZ-R7,Analog Devices Inc,IC OPAMP JFET 25MHZ 8MSOP,J-FET,1,-,60 V/µs,25MHz,-,3pA,85µV,3mA,45mA,±5 V ~ 13 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06965,AMP06965,http://www.linear.com/docs/25317,,,Digikey,LTC6081IMS8#PBF-ND,LTC6081IMS8#PBF,LTC6081IMS8#PBF,Linear Technology,IC OPAMP GP 3.5MHZ RRO 8MSOP,General Purpose,2,Rail-to-Rail,1 V/µs,3.5MHz,-,0.2pA,70µV,340µA,24mA,2.7 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06966,AMP06966,http://www.linear.com/docs/25317,,,Digikey,LTC6081IDD#PBF-ND,LTC6081IDD#PBF,LTC6081IDD#PBF,Linear Technology,IC OPAMP GP 3.5MHZ RRO 10DFN,General Purpose,2,Rail-to-Rail,1 V/µs,3.5MHz,-,0.2pA,70µV,340µA,24mA,2.7 V ~ 5.5 V,-40°C ~ 85°C,Surface Mount,10-WFDFN Exposed Pad,10-DFN (3x3)
AMP06967,AMP06967,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8000.pdf,,,Digikey,AD8000YRDZ-ND,AD8000YRDZ,AD8000YRDZ,Analog Devices Inc,IC OPAMP CFA 1.58GHZ 8SOIC,Current Feedback,1,-,4100 V/µs,-,1.58GHz,5µA,1mV,13.5mA,100mA,"4.5 V ~ 12 V, ±2.25 V ~ 6 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width) Exposed Pad""",8-SOIC-EP
AMP06968,AMP06968,http://www.analog.com/media/en/technical-documentation/data-sheets/OP184_284_484.pdf,,,Digikey,OP184FSZ-ND,OP184FSZ,OP184FSZ,Analog Devices Inc,IC OPAMP GP 4.25MHZ RRO 8SOIC,General Purpose,1,Rail-to-Rail,4 V/µs,4.25MHz,-,80nA,175µV,2.25mA,10mA,"3 V ~ 36 V, ±1.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06969,AMP06969,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8129_8130.pdf,,,Digikey,AD8130ARMZ-ND,AD8130ARMZ,AD8130ARMZ,Analog Devices Inc,IC OPAMP DIFF 290MHZ 8MSOP,Differential,1,-,1100 V/µs,-,290MHz,500nA,400µV,13mA,40mA,"4.5 V ~ 25.2 V, ±2.25 V ~ 12.6 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06970,AMP06970,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8129_8130.pdf,,,Digikey,AD8130ARZ-ND,AD8130ARZ,AD8130ARZ,Analog Devices Inc,IC OPAMP DIFF 290MHZ 8SOIC,Differential,1,-,1100 V/µs,-,290MHz,500nA,400µV,13mA,40mA,"4.5 V ~ 25.2 V, ±2.25 V ~ 12.6 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06971,AMP06971,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8641_8642_8643.pdf,,,Digikey,AD8643ACPZ-REEL7CT-ND,AD8643ACPZ-REEL7,AD8643ACPZ-REEL7,Analog Devices Inc,IC OPAMP JFET 3.5MHZ RRO 16LFCSP,J-FET,4,Rail-to-Rail,3 V/µs,3.5MHz,-,0.25pA,70µV,200µA,12mA,"5 V ~ 26 V, ±2.5 V ~ 13 V",-40°C ~ 125°C,Surface Mount,"16-VFQFN Exposed Pad, CSP",16-LFCSP-VQ (3x3)
AMP06972,AMP06972,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8671_8672_8674.pdf,,,Digikey,AD8674ARZ-REEL7CT-ND,AD8674ARZ-REEL7,AD8674ARZ-REEL7,Analog Devices Inc,IC OPAMP GP 10MHZ 14SOIC,General Purpose,4,-,4 V/µs,10MHz,-,3nA,20µV,3mA,20mA,"10 V ~ 36 V, ±5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP06973,AMP06973,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4051-1_4051-2.pdf,,,Digikey,ADA4051-2ARMZ-R7CT-ND,ADA4051-2ARMZ-R7,ADA4051-2ARMZ-R7,Analog Devices Inc,IC OPAMP CHOPPER 125KHZ 8MSOP,Chopper (Zero-Drift),2,Rail-to-Rail,0.06 V/µs,125kHz,-,20pA,2µV,13µA,15mA,1.8 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06974,AMP06974,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4895-1_4895-2.pdf,,,Digikey,ADA4895-2ARMZ-R7CT-ND,ADA4895-2ARMZ-R7,ADA4895-2ARMZ-R7,Analog Devices Inc,IC OPAMP GP 236MHZ RRO 10MSOP,General Purpose,2,Rail-to-Rail,943 V/µs,-,236MHz,11µA,53µV,3mA,116mA,"3 V ~ 10 V, ±1.5 V ~ 5 V",-40°C ~ 125°C,Surface Mount,"""10-TFSOP, 10-MSOP (0.118"""", 3.00mm Width)""",10-MSOP
AMP06975,AMP06975,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4896-2_4897-1_4897-2.PDF,,,Digikey,ADA4896-2ARMZ-R7CT-ND,ADA4896-2ARMZ-R7,ADA4896-2ARMZ-R7,Analog Devices Inc,IC OPAMP VFB 230MHZ RRO 8MSOP,Voltage Feedback,2,Rail-to-Rail,120 V/µs,-,230MHz,11µA,28µV,3mA,80mA,"3 V ~ 10 V, ±1.5 V ~ 5 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06976,AMP06976,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8216.pdf,,,Digikey,AD8216YRZ-ND,AD8216YRZ,AD8216YRZ,Analog Devices Inc,IC OPAMP DIFFERENTIAL 3MHZ 8SOIC,Differential,1,-,15 V/µs,-,3MHz,-,500µV,1mA,-,4.5 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP06977,AMP06977,http://www.linear.com/docs/42353,,,Digikey,LT6015HS5#TRMPBFCT-ND,LT6015HS5#TRMPBF,LT6015HS5#TRMPBF,Linear Technology,IC OPAMP GP 3.3MHZ RRO TSOT23-5,General Purpose,1,Rail-to-Rail,0.8 V/µs,3.3MHz,-,2nA,55µV,325µA,32mA,"3 V ~ 50 V, ±1.5V ~ 25 V",-40°C ~ 125°C,Surface Mount,"SOT-23-5 Thin, TSOT-23-5",TSOT-23-5
AMP06978,AMP06978,http://www.analog.com/media/en/technical-documentation/data-sheets/OP1177_2177_4177.pdf,sop65p640x120-14l30n,OPAMP_QUAD_14PINS,Digikey,OP4177ARUZ-REELCT-ND,OP4177ARUZ-REEL,OP4177ARUZ-REEL,Analog Devices Inc,IC OPAMP GP 1.3MHZ 14TSSOP,General Purpose,4,-,0.7 V/µs,1.3MHz,-,500pA,15µV,400µA,10mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP06979,AMP06979,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8605_8606_8608.pdf,,,Digikey,AD8608ARZ-ND,AD8608ARZ,AD8608ARZ,Analog Devices Inc,IC OPAMP GP 10MHZ RRO 14SOIC,General Purpose,4,Rail-to-Rail,5 V/µs,10MHz,-,0.2pA,80µV,1mA,80mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP06980,AMP06980,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8605_8606_8608.pdf,,,Digikey,AD8608ARUZ-ND,AD8608ARUZ,AD8608ARUZ,Analog Devices Inc,IC OPAMP GP 10MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,5 V/µs,10MHz,-,0.2pA,80µV,1mA,80mA,2.7 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP06981,AMP06981,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4841-1_4841-2.pdf,,,Digikey,ADA4841-1YRJZ-R7CT-ND,ADA4841-1YRJZ-R7,ADA4841-1YRJZ-R7,Analog Devices Inc,IC OPAMP VFB 80MHZ RRO SOT23-6,Voltage Feedback,1,Rail-to-Rail,13 V/µs,-,80MHz,3µA,40µV,1.5mA,60mA,"2.7 V ~ 12 V, ±1.35 V ~ 6 V",-40°C ~ 125°C,Surface Mount,SOT-23-6,SOT-23-6
AMP06982,AMP06982,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8132.pdf,,,Digikey,AD8132WARMZ-R7CT-ND,AD8132WARMZ-R7,AD8132WARMZ-R7,Analog Devices Inc,IC OPAMP DIFF 360MHZ 8MSOP,Differential,1,Differential,1200 V/µs,-,360MHz,3µA,1mV,12mA,70mA,"2.7 V ~ 11 V, ±1.35 V ~ 5.5 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06983,AMP06983,http://www.linear.com/docs/19058,,,Digikey,LTC6103HMS8#PBF-ND,LTC6103HMS8#PBF,LTC6103HMS8#PBF,Linear Technology,IC OPAMP CURR SENSE 140KHZ 8MSOP,Current Sense,2,-,-,140kHz,-,100nA,85µV,390µA,1mA,"4 V ~ 60 V, ±2 V ~ 30 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06984,AMP06984,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4610-2_4610-4.pdf,,,Digikey,ADA4610-2ARMZ-ND,ADA4610-2ARMZ,ADA4610-2ARMZ,Analog Devices Inc,IC OPAMP JFET 16.3MHZ RRO 8MSOP,J-FET,2,Rail-to-Rail,61 V/µs,16.3MHz,9.5MHz,5pA,400µV,1.6mA,79mA,±4.5 V ~ 15 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP06985,AMP06985,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8065_8066.pdf,,,Digikey,AD8065ARZ-ND,AD8065ARZ,AD8065ARZ,Analog Devices Inc,IC OPAMP VFB 145MHZ RRO 8SOIC,Voltage Feedback,1,Rail-to-Rail,180 V/µs,-,145MHz,3pA,400µV,6.6mA,30mA,"5 V ~ 24 V, ±2.5 V ~ 12 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
